  Model name Statistic       t+1       t+2       t+3       t+4       t+5       t+6  
0    TimeGPT      Mean  0.048267  0.048463  0.051462  0.054938  0.060140  0.060313 
1    TimeGPT       Std  0.319849  0.315889  0.313549  0.311091  0.310615  0.309024
