,unique_id,ds,TimeGPT
184,0202-01_02_15996,2020-01-03 10:00:00,8.258416
185,0202-01_02_15996,2020-01-03 11:00:00,8.391434
186,0202-01_02_15997,2020-01-03 10:00:00,8.961014
187,0202-01_02_15997,2020-01-03 11:00:00,9.045437
188,0202-01_02_15997,2020-01-03 12:00:00,9.112422
189,0202-01_02_15998,2020-01-03 11:00:00,8.715465
190,0202-01_02_15998,2020-01-03 12:00:00,8.756352
191,0202-01_02_15998,2020-01-03 13:00:00,8.821063
192,0202-01_02_15999,2020-01-03 12:00:00,8.179742
193,0202-01_02_15999,2020-01-03 13:00:00,8.23848
194,0202-01_02_15999,2020-01-03 14:00:00,8.29541
195,0202-01_02_16000,2020-01-03 13:00:00,8.002431
196,0202-01_02_16000,2020-01-03 14:00:00,8.077227
197,0202-01_02_16000,2020-01-03 15:00:00,8.164639
198,0202-01_02_16001,2020-01-03 14:00:00,7.88788
199,0202-01_02_16001,2020-01-03 15:00:00,8.023839
200,0202-01_02_16001,2020-01-03 16:00:00,8.133257
201,0202-01_02_16002,2020-01-03 15:00:00,7.9912143
202,0202-01_02_16002,2020-01-03 16:00:00,8.094244
203,0202-01_02_16002,2020-01-03 17:00:00,8.237745
204,0202-01_02_16003,2020-01-03 16:00:00,8.113701
205,0202-01_02_16003,2020-01-03 17:00:00,8.197376
206,0202-01_02_16003,2020-01-03 18:00:00,8.300777
207,0202-01_02_16004,2020-01-03 17:00:00,8.187289
208,0202-01_02_16004,2020-01-03 18:00:00,8.264564
209,0202-01_02_16004,2020-01-03 19:00:00,8.380138
210,0202-01_02_16005,2020-01-03 18:00:00,8.225187
211,0202-01_02_16005,2020-01-03 19:00:00,8.288696
212,0202-01_02_16005,2020-01-03 20:00:00,8.386192
213,0202-01_02_16006,2020-01-03 19:00:00,8.254496
214,0202-01_02_16006,2020-01-03 20:00:00,8.294418
215,0202-01_02_16006,2020-01-03 21:00:00,8.352964
216,0202-01_02_16007,2020-01-03 20:00:00,8.210387
217,0202-01_02_16007,2020-01-03 21:00:00,8.247016
218,0202-01_02_16007,2020-01-03 22:00:00,8.293519
219,0202-01_03_16008,2020-01-03 21:00:00,8.444641
220,0202-01_03_16008,2020-01-03 22:00:00,8.459425
221,0202-01_03_16008,2020-01-03 23:00:00,8.499171
222,02ad-01_01_12412,2020-01-01 21:00:00,8.470618
223,02ad-01_01_12412,2020-01-01 22:00:00,8.315793
224,02ad-01_01_12412,2020-01-01 23:00:00,8.253369
225,02ad-01_01_12413,2020-01-01 22:00:00,7.330315
226,02ad-01_01_12413,2020-01-01 23:00:00,7.1470222
227,02ad-01_01_12413,2020-01-02 00:00:00,7.089797
228,02ad-01_01_12414,2020-01-01 23:00:00,6.525569
229,02ad-01_01_12414,2020-01-02 00:00:00,6.49363
230,02ad-01_01_12414,2020-01-02 01:00:00,6.5489297
231,02ad-01_01_12415,2020-01-02 00:00:00,6.0561175
232,02ad-01_01_12415,2020-01-02 01:00:00,6.001941
233,02ad-01_01_12415,2020-01-02 02:00:00,6.061441
234,02ad-01_01_12416,2020-01-02 01:00:00,5.603479
235,02ad-01_01_12416,2020-01-02 02:00:00,5.6752157
236,02ad-01_01_12416,2020-01-02 03:00:00,5.821605
237,02ad-01_01_12417,2020-01-02 02:00:00,6.0669594
238,02ad-01_01_12417,2020-01-02 03:00:00,6.2006617
239,02ad-01_01_12417,2020-01-02 04:00:00,6.4225044
240,02ad-01_01_12418,2020-01-02 03:00:00,6.387896
241,02ad-01_01_12418,2020-01-02 04:00:00,6.5375247
242,02ad-01_01_12418,2020-01-02 05:00:00,6.780677
243,02ad-01_01_12419,2020-01-02 04:00:00,6.5294814
244,02ad-01_01_12419,2020-01-02 05:00:00,6.658838
245,02ad-01_01_12419,2020-01-02 06:00:00,6.824369
246,02ad-01_01_12420,2020-01-02 05:00:00,6.5211415
247,02ad-01_01_12420,2020-01-02 06:00:00,6.5782294
248,02ad-01_01_12420,2020-01-02 07:00:00,6.65753
249,02ad-01_01_12421,2020-01-02 06:00:00,6.6559577
250,02ad-01_01_12421,2020-01-02 07:00:00,6.678344
251,02ad-01_01_12421,2020-01-02 08:00:00,6.6374707
252,02ad-01_01_12422,2020-01-02 07:00:00,6.6179395
253,02ad-01_01_12422,2020-01-02 08:00:00,6.6688623
254,02ad-01_01_12422,2020-01-02 09:00:00,6.7091894
255,02ad-01_01_12423,2020-01-02 08:00:00,5.531233
256,02ad-01_01_12423,2020-01-02 09:00:00,5.521545
257,02ad-01_01_12423,2020-01-02 10:00:00,5.5727882
258,02ad-01_01_12424,2020-01-02 09:00:00,4.215213
259,02ad-01_01_12424,2020-01-02 10:00:00,4.1399117
260,02ad-01_01_12424,2020-01-02 11:00:00,4.1273446
261,02ad-01_01_12425,2020-01-02 10:00:00,2.8993146
262,02ad-01_01_12425,2020-01-02 11:00:00,2.882435
263,02ad-01_01_12425,2020-01-02 12:00:00,2.8724406
264,02ad-01_01_12426,2020-01-02 11:00:00,5.9862514
265,02ad-01_01_12426,2020-01-02 12:00:00,5.9215164
266,02ad-01_01_12426,2020-01-02 13:00:00,5.896576
267,02ad-01_01_12427,2020-01-02 12:00:00,8.176006
268,02ad-01_01_12427,2020-01-02 13:00:00,8.210521
269,02ad-01_01_12427,2020-01-02 14:00:00,8.279708
270,02ad-01_01_12428,2020-01-02 13:00:00,9.403014
271,02ad-01_01_12428,2020-01-02 14:00:00,9.4542885
272,02ad-01_01_12428,2020-01-02 15:00:00,9.505009
273,02ad-01_01_12429,2020-01-02 14:00:00,9.753127
274,02ad-01_01_12429,2020-01-02 15:00:00,9.72882
275,02ad-01_01_12429,2020-01-02 16:00:00,9.754133
276,02ad-01_01_12430,2020-01-02 15:00:00,10.014179
277,02ad-01_01_12430,2020-01-02 16:00:00,10.015256
278,02ad-01_01_12430,2020-01-02 17:00:00,10.0711155
279,02ad-01_01_12431,2020-01-02 16:00:00,10.250341
280,02ad-01_01_12431,2020-01-02 17:00:00,10.164689
281,02ad-01_01_12431,2020-01-02 18:00:00,10.157722
282,02ad-01_01_12432,2020-01-02 17:00:00,9.788101
283,02ad-01_01_12432,2020-01-02 18:00:00,9.763643
284,02ad-01_01_12432,2020-01-02 19:00:00,9.718703
285,02ad-01_01_12433,2020-01-02 18:00:00,7.95901
286,02ad-01_01_12433,2020-01-02 19:00:00,7.927787
287,02ad-01_01_12433,2020-01-02 20:00:00,7.9068995
288,02ad-01_01_12434,2020-01-02 19:00:00,6.736294
289,02ad-01_01_12434,2020-01-02 20:00:00,6.8115125
290,02ad-01_01_12434,2020-01-02 21:00:00,6.9548025
291,02ad-01_01_12435,2020-01-02 20:00:00,5.449197
292,02ad-01_01_12435,2020-01-02 21:00:00,5.34498
293,02ad-01_01_12435,2020-01-02 22:00:00,5.2593374
294,02ad-01_02_12436,2020-01-02 21:00:00,6.4431133
295,02ad-01_02_12436,2020-01-02 22:00:00,6.471018
296,02ad-01_02_12436,2020-01-02 23:00:00,6.5066276
297,02ad-01_02_12437,2020-01-02 22:00:00,6.9545665
298,02ad-01_02_12437,2020-01-02 23:00:00,6.9161253
299,02ad-01_02_12437,2020-01-03 00:00:00,6.8794475
300,02ad-01_02_12438,2020-01-02 23:00:00,6.668855
301,02ad-01_02_12438,2020-01-03 00:00:00,6.6628103
302,02ad-01_02_12438,2020-01-03 01:00:00,6.619216
303,02ad-01_02_12439,2020-01-03 00:00:00,6.287892
304,02ad-01_02_12439,2020-01-03 01:00:00,6.244911
305,02ad-01_02_12439,2020-01-03 02:00:00,6.194743
306,02ad-01_02_12440,2020-01-03 01:00:00,5.8173733
307,02ad-01_02_12440,2020-01-03 02:00:00,5.7254386
308,02ad-01_02_12440,2020-01-03 03:00:00,5.647353
309,02ad-01_02_12441,2020-01-03 02:00:00,6.5109196
310,02ad-01_02_12441,2020-01-03 03:00:00,6.520715
311,02ad-01_02_12441,2020-01-03 04:00:00,6.5161896
312,02ad-01_02_12442,2020-01-03 03:00:00,8.3134985
313,02ad-01_02_12442,2020-01-03 04:00:00,8.385161
314,02ad-01_02_12442,2020-01-03 05:00:00,8.44427
315,02ad-01_02_12443,2020-01-03 04:00:00,9.766083
316,02ad-01_02_12443,2020-01-03 05:00:00,9.707734
317,02ad-01_02_12443,2020-01-03 06:00:00,9.622709
318,02ad-01_02_12444,2020-01-03 05:00:00,9.869094
319,02ad-01_02_12444,2020-01-03 06:00:00,9.688883
320,02ad-01_02_12444,2020-01-03 07:00:00,9.58479
321,02ad-01_02_12445,2020-01-03 06:00:00,8.735935
322,02ad-01_02_12445,2020-01-03 07:00:00,8.539358
323,02ad-01_02_12445,2020-01-03 08:00:00,8.42794
324,02ad-01_02_12446,2020-01-03 07:00:00,8.278049
325,02ad-01_02_12446,2020-01-03 08:00:00,8.191497
326,02ad-01_02_12446,2020-01-03 09:00:00,8.124699
327,02ad-01_02_12447,2020-01-03 08:00:00,7.8137364
328,02ad-01_02_12447,2020-01-03 09:00:00,7.791543
329,02ad-01_02_12447,2020-01-03 10:00:00,7.843808
330,02ad-01_02_12448,2020-01-03 09:00:00,7.946355
331,02ad-01_02_12448,2020-01-03 10:00:00,8.044075
332,02ad-01_02_12448,2020-01-03 11:00:00,8.211972
333,02ad-01_02_12449,2020-01-03 10:00:00,5.9754124
334,02ad-01_02_12449,2020-01-03 11:00:00,6.097508
335,02ad-01_02_12449,2020-01-03 12:00:00,6.2168307
336,02ad-01_02_12450,2020-01-03 11:00:00,8.146422
337,02ad-01_02_12450,2020-01-03 12:00:00,8.294706
338,02ad-01_02_12450,2020-01-03 13:00:00,8.480688
339,02ad-01_02_12451,2020-01-03 12:00:00,10.500294
340,02ad-01_02_12451,2020-01-03 13:00:00,10.395598
341,02ad-01_02_12451,2020-01-03 14:00:00,10.223728
342,02ad-01_02_12452,2020-01-03 13:00:00,10.026613
343,02ad-01_02_12452,2020-01-03 14:00:00,9.842461
344,02ad-01_02_12452,2020-01-03 15:00:00,9.622888
345,02ad-01_02_12453,2020-01-03 14:00:00,9.310699
346,02ad-01_02_12453,2020-01-03 15:00:00,9.153077
347,02ad-01_02_12453,2020-01-03 16:00:00,9.021274
348,02ad-01_02_12454,2020-01-03 15:00:00,8.209886
349,02ad-01_02_12454,2020-01-03 16:00:00,8.106286
350,02ad-01_02_12454,2020-01-03 17:00:00,8.049905
351,02ad-01_02_12455,2020-01-03 16:00:00,7.65482
352,02ad-01_02_12455,2020-01-03 17:00:00,7.5919113
353,02ad-01_02_12455,2020-01-03 18:00:00,7.6426926
354,02ad-01_02_12456,2020-01-03 17:00:00,7.8323493
355,02ad-01_02_12456,2020-01-03 18:00:00,7.8183465
356,02ad-01_02_12456,2020-01-03 19:00:00,7.871651
357,02ad-01_02_12457,2020-01-03 18:00:00,7.8163357
358,02ad-01_02_12457,2020-01-03 19:00:00,7.817209
359,02ad-01_02_12457,2020-01-03 20:00:00,7.824252
360,02ad-01_02_12458,2020-01-03 19:00:00,7.3189607
361,02ad-01_02_12458,2020-01-03 20:00:00,7.3312883
362,02ad-01_02_12458,2020-01-03 21:00:00,7.3380423
363,02ad-01_02_12459,2020-01-03 20:00:00,6.3021545
364,02ad-01_02_12459,2020-01-03 21:00:00,6.3252454
365,02ad-01_02_12459,2020-01-03 22:00:00,6.3429475
366,02ad-01_03_12460,2020-01-03 21:00:00,6.91449
367,02ad-01_03_12460,2020-01-03 22:00:00,7.0123324
368,02ad-01_03_12460,2020-01-03 23:00:00,7.0624003
369,02ad-01_03_12461,2020-01-03 22:00:00,7.3822913
370,02ad-01_03_12461,2020-01-03 23:00:00,7.44935
371,02ad-01_03_12461,2020-01-04 00:00:00,7.4857073
372,02ad-01_03_12462,2020-01-03 23:00:00,8.423911
373,02ad-01_03_12462,2020-01-04 00:00:00,8.453082
374,02ad-01_03_12462,2020-01-04 01:00:00,8.479511
375,02ad-01_03_12463,2020-01-04 00:00:00,10.071802
376,02ad-01_03_12463,2020-01-04 01:00:00,9.979744
377,02ad-01_03_12463,2020-01-04 02:00:00,9.841452
378,02ad-01_03_12464,2020-01-04 01:00:00,9.280539
379,02ad-01_03_12464,2020-01-04 02:00:00,9.091467
380,02ad-01_03_12464,2020-01-04 03:00:00,8.958896
381,02ad-01_03_12465,2020-01-04 02:00:00,7.5948668
382,02ad-01_03_12465,2020-01-04 03:00:00,7.4477725
383,02ad-01_03_12465,2020-01-04 04:00:00,7.3341384
384,02ad-01_03_12466,2020-01-04 03:00:00,5.9941072
385,02ad-01_03_12466,2020-01-04 04:00:00,5.94891
386,02ad-01_03_12466,2020-01-04 05:00:00,5.8958187
387,02ad-01_03_12467,2020-01-04 04:00:00,9.08805
388,02ad-01_03_12467,2020-01-04 05:00:00,9.0091
389,02ad-01_03_12467,2020-01-04 06:00:00,9.038438
390,02ad-01_03_12468,2020-01-04 05:00:00,10.18561
391,02ad-01_03_12468,2020-01-04 06:00:00,10.027283
392,02ad-01_03_12468,2020-01-04 07:00:00,9.916132
393,02ad-01_03_12469,2020-01-04 06:00:00,11.163536
394,02ad-01_03_12469,2020-01-04 07:00:00,11.015797
395,02ad-01_03_12469,2020-01-04 08:00:00,10.902929
396,02ad-01_03_12470,2020-01-04 07:00:00,10.526175
397,02ad-01_03_12470,2020-01-04 08:00:00,10.392157
398,02ad-01_03_12470,2020-01-04 09:00:00,10.310986
399,02ad-01_03_12471,2020-01-04 08:00:00,8.886029
400,02ad-01_03_12471,2020-01-04 09:00:00,8.76513
401,02ad-01_03_12471,2020-01-04 10:00:00,8.707597
402,02ad-01_03_12472,2020-01-04 09:00:00,7.15773
403,02ad-01_03_12472,2020-01-04 10:00:00,7.138083
404,02ad-01_03_12472,2020-01-04 11:00:00,7.130612
405,02ad-01_03_12473,2020-01-04 10:00:00,7.7730284
406,02ad-01_03_12473,2020-01-04 11:00:00,7.7360673
407,02ad-01_03_12473,2020-01-04 12:00:00,7.747249
408,02ad-01_03_12474,2020-01-04 11:00:00,8.323749
409,02ad-01_03_12474,2020-01-04 12:00:00,8.372945
410,02ad-01_03_12474,2020-01-04 13:00:00,8.427452
411,02ad-01_03_12475,2020-01-04 12:00:00,7.913495
412,02ad-01_03_12475,2020-01-04 13:00:00,7.950397
413,02ad-01_03_12475,2020-01-04 14:00:00,7.9866705
414,02ad-01_03_12476,2020-01-04 13:00:00,7.5990915
415,02ad-01_03_12476,2020-01-04 14:00:00,7.662282
416,02ad-01_03_12476,2020-01-04 15:00:00,7.7629538
417,02ad-01_03_12477,2020-01-04 14:00:00,7.1962194
418,02ad-01_03_12477,2020-01-04 15:00:00,7.267513
419,02ad-01_03_12477,2020-01-04 16:00:00,7.3206754
420,02ad-01_03_12478,2020-01-04 15:00:00,6.4024563
421,02ad-01_03_12478,2020-01-04 16:00:00,6.492197
422,02ad-01_03_12478,2020-01-04 17:00:00,6.574827
423,02ad-01_03_12479,2020-01-04 16:00:00,6.0938187
424,02ad-01_03_12479,2020-01-04 17:00:00,6.1945386
425,02ad-01_03_12479,2020-01-04 18:00:00,6.2824683
426,02ad-01_03_12480,2020-01-04 17:00:00,6.2557244
427,02ad-01_03_12480,2020-01-04 18:00:00,6.3686604
428,02ad-01_03_12480,2020-01-04 19:00:00,6.43505
429,02ad-01_03_12481,2020-01-04 18:00:00,5.9191995
430,02ad-01_03_12481,2020-01-04 19:00:00,6.028604
431,02ad-01_03_12481,2020-01-04 20:00:00,6.130122
432,02ad-01_03_12482,2020-01-04 19:00:00,5.4438376
433,02ad-01_03_12482,2020-01-04 20:00:00,5.48126
434,02ad-01_03_12482,2020-01-04 21:00:00,5.5632267
435,02ad-01_03_12483,2020-01-04 20:00:00,4.85518
436,02ad-01_03_12483,2020-01-04 21:00:00,4.8805943
437,02ad-01_03_12483,2020-01-04 22:00:00,4.9443
438,02ad-01_04_12484,2020-01-04 21:00:00,5.3697777
439,02ad-01_04_12484,2020-01-04 22:00:00,5.4002733
440,02ad-01_04_12484,2020-01-04 23:00:00,5.4779377
441,02ad-01_04_12485,2020-01-04 22:00:00,7.2289124
442,02ad-01_04_12485,2020-01-04 23:00:00,7.4207664
443,02ad-01_04_12485,2020-01-05 00:00:00,7.670365
444,02ad-01_04_12486,2020-01-04 23:00:00,8.960947
445,02ad-01_04_12486,2020-01-05 00:00:00,9.083572
446,02ad-01_04_12486,2020-01-05 01:00:00,9.227927
447,02ad-01_04_12487,2020-01-05 00:00:00,9.430827
448,02ad-01_04_12487,2020-01-05 01:00:00,9.449976
449,02ad-01_04_12487,2020-01-05 02:00:00,9.473779
450,02ad-01_04_12488,2020-01-05 01:00:00,9.033442
